Passage,NewID,WordNoPunctuation,WordWithPunctuation,WordClass,PartOfSpeech
1,1Aw01,In,In,Function,ADP
1,1Aw02,the,the,Function,DET
1,1Aw03,right,right,Content,ADJ
1,1Aw04,hands,"hands,",Content,NOUN
1,1Aw05,location,location,Content,NOUN
1,1Aw06,data,data,Content,NOUN
1,1Aw07,can,can,Function,AUX
1,1Aw08,be,be,Content,AUX
1,1Aw09,a,a,Function,DET
1,1Aw10,force,force,Content,NOUN
1,1Aw11,for,for,Function,ADP
1,1Aw12,good,good.,Content,ADJ
1,1Bw01,It,It,Function,PRON
1,1Bw02,can,can,Function,AUX
1,1Bw03,provide,provide,Content,VERB
1,1Bw04,publishers,publishers,Content,NOUN
1,1Bw05,and,and,Function,CCONJ
1,1Bw06,app,app,Content,NOUN
1,1Bw07,developers,developers,Content,NOUN
1,1Bw08,with,with,Function,ADP
1,1Bw09,advertising,advertising,Content,NOUN
1,1Bw10,revenue,revenue,Content,NOUN
1,1Bw11,so,so,Function,SCONJ
1,1Bw12,consumers,consumers,Content,NOUN
1,1Bw13,can,can,Function,AUX
1,1Bw14,access,access,Content,VERB
1,1Bw15,free,free,Content,ADJ
1,1Bw16,services,services,Content,NOUN
1,1Bw17,and,and,Function,CCONJ
1,1Bw18,information,information.,Content,NOUN
2,2Aw01,Paying,Paying,Content,VERB
2,2Aw02,for,for,Function,ADP
2,2Aw03,college,college,Content,NOUN
2,2Aw04,seems,seems,Content,VERB
2,2Aw05,out,out,Function,ADP
2,2Aw06,of,of,Function,ADP
2,2Aw07,reach,reach,Content,NOUN
2,2Aw08,for,for,Function,ADP
2,2Aw09,many,many,Content,ADJ
2,2Aw10,Americans,"Americans,",Content,PROPN
2,2Aw11,so,so,Function,SCONJ
2,2Aw12,the,the,Function,DET
2,2Aw13,idea,idea,Content,NOUN
2,2Aw14,of,of,Function,ADP
2,2Aw15,free,free,Content,ADJ
2,2Aw16,college,college,Content,NOUN
2,2Aw17,has,has,Content,VERB
2,2Aw18,broad,broad,Content,ADJ
2,2Aw19,appeal,appeal.,Content,NOUN
2,2Bw01,Several,Several,Content,ADJ
2,2Bw02,Democratic,Democratic,Content,ADJ
2,2Bw03,presidential,presidential,Content,ADJ
2,2Bw04,candidates,candidates,Content,NOUN
2,2Bw05,and,and,Function,CCONJ
2,2Bw06,members,members,Content,NOUN
2,2Bw07,of,of,Function,ADP
2,2Bw08,Congress,Congress,Content,PROPN
2,2Bw09,have,have,Content,AUX
2,2Bw10,endorsed,endorsed,Content,VERB
2,2Bw11,it,it.,Function,PRON
3,3Aw01,Very,Very,Content,ADV
3,3Aw02,few,few,Content,ADJ
3,3Aw03,issues,issues,Content,NOUN
3,3Aw04,can,can,Function,AUX
3,3Aw05,bring,bring,Content,VERB
3,3Aw06,together,together,Content,ADV
3,3Aw07,lawmakers,lawmakers,Content,NOUN
3,3Aw08,of,of,Function,ADP
3,3Aw09,both,both,Function,DET
3,3Aw10,parties,parties.,Content,NOUN
3,3Bw01,Animal,Animal,Content,ADJ
3,3Bw02,cruelty,cruelty,Content,NOUN
3,3Bw03,is,is,Content,AUX
3,3Bw04,one,one,Function,NUM
3,3Bw05,of,of,Function,ADP
3,3Bw06,them,them.,Function,PRON
4,4Aw01,Koalas,Koalas,Content,PROPN
4,4Aw02,have,have,Content,AUX
4,4Aw03,been,been,Content,AUX
4,4Aw04,running,running,Content,VERB
4,4Aw05,into,into,Function,ADP
4,4Aw06,hard,hard,Content,ADJ
4,4Aw07,times,times.,Content,NOUN
4,4Bw01,They,They,Function,PRON
4,4Bw02,have,have,Content,AUX
4,4Bw03,suffered,suffered,Content,VERB
4,4Bw04,for,for,Function,ADP
4,4Bw05,years,years,Content,NOUN
4,4Bw06,from,from,Function,ADP
4,4Bw07,habitat,habitat,Content,NOUN
4,4Bw08,destruction,"destruction,",Content,NOUN
4,4Bw09,dog,dog,Content,NOUN
4,4Bw10,attacks,"attacks,",Content,NOUN
4,4Bw11,automobile,automobile,Content,NOUN
4,4Bw12,accidents,accidents.,Content,NOUN
5,5Aw01,Some,Some,Function,DET
5,5Aw02,recent,recent,Content,ADJ
5,5Aw03,reports,reports,Content,NOUN
5,5Aw04,have,have,Content,AUX
5,5Aw05,suggested,suggested,Content,VERB
5,5Aw06,that,that,Function,SCONJ
5,5Aw07,women,women,Content,NOUN
5,5Aw08,who,who,Function,PRON
5,5Aw09,give,give,Content,VERB
5,5Aw10,birth,birth,Content,NOUN
5,5Aw11,by,by,Function,ADP
5,5Aw12,cesarean,cesarean,Content,ADJ
5,5Aw13,section,section,Content,NOUN
5,5Aw14,are,are,Content,AUX
5,5Aw15,more,more,Content,ADV
5,5Aw16,likely,likely,Content,ADJ
5,5Aw17,to,to,Function,PART
5,5Aw18,have,have,Content,VERB
5,5Aw19,obese,obese,Content,ADJ
5,5Aw20,children,children.,Content,NOUN
5,5Bw01,But,But,Function,CCONJ
5,5Bw02,a,a,Function,DET
5,5Bw03,large,large,Content,ADJ
5,5Bw04,new,new,Content,ADJ
5,5Bw05,study,study,Content,NOUN
5,5Bw06,found,found,Content,VERB
5,5Bw07,no,no,Function,DET
5,5Bw08,link,link,Content,NOUN
5,5Bw09,between,between,Function,ADP
5,5Bw10,the,the,Function,DET
5,5Bw11,method,method,Content,NOUN
5,5Bw12,of,of,Function,ADP
5,5Bw13,birth,birth,Content,NOUN
5,5Bw14,and,and,Function,CCONJ
5,5Bw15,obesity,obesity.,Content,NOUN
6,6Aw01,Pancreatic,Pancreatic,Content,ADJ
6,6Aw02,cancer,cancer,Content,NOUN
6,6Aw03,has,has,Content,VERB
6,6Aw04,a,a,Function,DET
6,6Aw05,bad,bad,Content,ADJ
6,6Aw06,reputation,reputation.,Content,NOUN
6,6Bw01,It,It,Function,PRON
6,6Bw02,is,is,Content,AUX
6,6Bw03,a,a,Function,DET
6,6Bw04,terrible,terrible,Content,ADJ
6,6Bw05,disease,"disease,",Content,NOUN
6,6Bw06,but,but,Function,CCONJ
6,6Bw07,most,most,Content,ADJ
6,6Bw08,people,people,Content,NOUN
6,6Bw09,do,do,Content,AUX
6,6Bw10,not,not,Content,PART
6,6Bw11,realize,realize,Content,VERB
6,6Bw12,there,there,Content,PRON
6,6Bw13,are,are,Content,VERB
6,6Bw14,ways,ways,Content,NOUN
6,6Bw15,that,that,Function,PRON
6,6Bw16,early,early,Content,ADJ
6,6Bw17,detection,detection,Content,NOUN
6,6Bw18,can,can,Function,AUX
6,6Bw19,help,help.,Content,VERB
7,7Aw01,Some,Some,Function,DET
7,7Aw02,nutrition,nutrition,Content,NOUN
7,7Aw03,experts,experts,Content,NOUN
7,7Aw04,say,say,Content,VERB
7,7Aw05,eggs,eggs,Content,NOUN
7,7Aw06,are,are,Content,AUX
7,7Aw07,good,good,Content,ADJ
7,7Aw08,for,for,Function,ADP
7,7Aw09,you,"you,",Function,PRON
7,7Aw10,even,even,Content,ADV
7,7Aw11,though,though,Function,SCONJ
7,7Aw12,they,they,Function,PRON
7,7Aw13,are,are,Content,AUX
7,7Aw14,high,high,Content,ADJ
7,7Aw15,in,in,Function,ADP
7,7Aw16,cholesterol,cholesterol.,Content,NOUN
7,7Bw01,Others,Others,Content,NOUN
7,7Bw02,are,are,Content,AUX
7,7Bw03,sure,sure,Content,ADJ
7,7Bw04,they,they,Function,PRON
7,7Bw05,are,are,Content,AUX
7,7Bw06,bad,bad.,Content,ADJ
8,8Aw01,Experts,Experts,Content,NOUN
8,8Aw02,generally,generally,Content,ADV
8,8Aw03,agree,agree,Content,VERB
8,8Aw04,that,that,Function,SCONJ
8,8Aw05,watching,watching,Content,VERB
8,8Aw06,a,a,Function,DET
8,8Aw07,lot,lot,Content,NOUN
8,8Aw08,of,of,Function,ADP
8,8Aw09,television,television,Content,NOUN
8,8Aw10,is,is,Content,AUX
8,8Aw11,bad,bad,Content,ADJ
8,8Aw12,for,for,Function,ADP
8,8Aw13,children,children.,Content,NOUN
8,8Bw01,Now,Now,Content,INTJ
8,8Bw02,a,a,Function,DET
8,8Bw03,new,new,Content,ADJ
8,8Bw04,study,study,Content,NOUN
8,8Bw05,suggests,suggests,Content,VERB
8,8Bw06,it,it,Function,PRON
8,8Bw07,may,may,Function,AUX
8,8Bw08,not,not,Content,PART
8,8Bw09,be,be,Content,AUX
8,8Bw10,very,very,Content,ADV
8,8Bw11,good,good,Content,ADJ
8,8Bw12,for,for,Function,ADP
8,8Bw13,adults,"adults,",Content,NOUN
8,8Bw14,either,either.,Function,ADV
9,9Aw01,Legislators,Legislators,Content,NOUN
9,9Aw02,and,and,Function,CCONJ
9,9Aw03,gun,gun,Content,NOUN
9,9Aw04,safety,safety,Content,NOUN
9,9Aw05,advocates,advocates,Content,NOUN
9,9Aw06,often,often,Content,ADV
9,9Aw07,focus,focus,Content,VERB
9,9Aw08,on,on,Function,ADP
9,9Aw09,how,how,Content,SCONJ
9,9Aw10,guns,guns,Content,NOUN
9,9Aw11,are,are,Content,AUX
9,9Aw12,purchased,purchased.,Content,VERB
9,9Bw01,But,But,Function,CCONJ
9,9Bw02,many,many,Content,ADJ
9,9Bw03,lives,lives,Content,NOUN
9,9Bw04,could,could,Function,AUX
9,9Bw05,be,be,Content,AUX
9,9Bw06,saved,"saved,",Content,VERB
9,9Bw07,especially,especially,Content,ADV
9,9Bw08,among,among,Function,ADP
9,9Bw09,children,"children,",Content,NOUN
9,9Bw10,if,if,Function,SCONJ
9,9Bw11,they,they,Function,PRON
9,9Bw12,looked,looked,Content,VERB
9,9Bw13,more,more,Content,ADV
9,9Bw14,at,at,Function,ADP
9,9Bw15,how,how,Content,SCONJ
9,9Bw16,they,they,Function,PRON
9,9Bw17,are,are,Content,AUX
9,9Bw18,stored,stored.,Content,VERB
10,10Aw01,Most,Most,Content,ADJ
10,10Aw02,cricket,cricket,Content,NOUN
10,10Aw03,species,"species,",Content,NOUN
10,10Aw04,indoors,indoors,Content,ADV
10,10Aw05,or,or,Function,CCONJ
10,10Aw06,outdoors,"outdoors,",Content,ADV
10,10Aw07,are,are,Content,AUX
10,10Aw08,omnivorous,omnivorous.,Content,ADJ
10,10Bw01,They,They,Function,PRON
10,10Bw02,will,will,Function,AUX
10,10Bw03,eat,eat,Content,VERB
10,10Bw04,almost,almost,Content,ADV
10,10Bw05,any,any,Function,PRON
10,10Bw06,organic,organic,Content,ADJ
10,10Bw07,material,"material,",Content,NOUN
10,10Bw08,usually,usually,Content,ADV
10,10Bw09,preferring,preferring,Content,VERB
10,10Bw10,items,items,Content,NOUN
10,10Bw11,derived,derived,Content,VERB
10,10Bw12,from,from,Function,ADP
10,10Bw13,plants,plants.,Content,NOUN
11,11Aw01,The,The,Function,DET
11,11Aw02,American,American,Content,ADJ
11,11Aw03,medical,medical,Content,ADJ
11,11Aw04,malpractice,malpractice,Content,NOUN
11,11Aw05,system,system,Content,NOUN
11,11Aw06,is,is,Content,AUX
11,11Aw07,doing,doing,Content,VERB
11,11Aw08,almost,almost,Content,ADV
11,11Aw09,nothing,nothing,Content,PRON
11,11Aw10,to,to,Function,PART
11,11Aw11,improve,improve,Content,VERB
11,11Aw12,the,the,Function,DET
11,11Aw13,quality,quality,Content,NOUN
11,11Aw14,of,of,Function,ADP
11,11Aw15,health,health,Content,NOUN
11,11Aw16,care,"care,",Content,NOUN
11,11Aw17,research,research,Content,NOUN
11,11Aw18,suggests,suggests.,Content,VERB
11,11Bw01,What,What,Function,PRON
11,11Bw02,may,may,Function,AUX
11,11Bw03,be,be,Content,AUX
11,11Bw04,more,more,Content,ADV
11,11Bw05,concerning,concerning,Content,ADJ
11,11Bw06,is,is,Content,AUX
11,11Bw07,that,that,Function,SCONJ
11,11Bw08,there,there,Content,PRON
11,11Bw09,is,is,Content,VERB
11,11Bw10,very,very,Content,ADV
11,11Bw11,little,little,Content,ADJ
11,11Bw12,discussion,"discussion,",Content,NOUN
11,11Bw13,much,much,Content,ADV
11,11Bw14,less,less,Content,ADJ
11,11Bw15,action,"action,",Content,NOUN
11,11Bw16,on,on,Function,ADP
11,11Bw17,reform,reform.,Content,NOUN
12,12Aw01,Many,Many,Content,ADJ
12,12Aw02,studies,studies,Content,NOUN
12,12Aw03,have,have,Content,AUX
12,12Aw04,found,found,Content,VERB
12,12Aw05,that,that,Function,SCONJ
12,12Aw06,obesity,obesity,Content,NOUN
12,12Aw07,is,is,Content,AUX
12,12Aw08,associated,associated,Content,VERB
12,12Aw09,with,with,Function,ADP
12,12Aw10,an,an,Function,DET
12,12Aw11,increased,increased,Content,VERB
12,12Aw12,risk,risk,Content,NOUN
12,12Aw13,for,for,Function,ADP
12,12Aw14,prostate,prostate,Content,NOUN
12,12Aw15,cancer,cancer.,Content,NOUN
12,12Bw01,Now,Now,Content,ADV
12,12Bw02,a,a,Function,DET
12,12Bw03,new,new,Content,ADJ
12,12Bw04,study,study,Content,NOUN
12,12Bw05,suggests,suggests,Content,VERB
12,12Bw06,that,that,Function,SCONJ
12,12Bw07,the,the,Function,DET
12,12Bw08,degree,degree,Content,NOUN
12,12Bw09,of,of,Function,ADP
12,12Bw10,risk,risk,Content,NOUN
12,12Bw11,may,may,Function,AUX
12,12Bw12,depend,depend,Content,VERB
12,12Bw13,on,on,Function,ADP
12,12Bw14,where,where,Content,SCONJ
12,12Bw15,in,in,Function,ADP
12,12Bw16,the,the,Function,DET
12,12Bw17,body,body,Content,NOUN
12,12Bw18,the,the,Function,DET
12,12Bw19,fat,fat,Content,NOUN
12,12Bw20,is,is.,Content,AUX
13,13Aw01,In,In,Function,ADP
13,13Aw02,general,"general,",Content,ADJ
13,13Aw03,any,any,Function,DET
13,13Aw04,exercise,exercise,Content,NOUN
13,13Aw05,improves,improves,Content,VERB
13,13Aw06,our,our,Function,PRON
13,13Aw07,health,health.,Content,NOUN
13,13Bw01,But,But,Function,CCONJ
13,13Bw02,a,a,Function,DET
13,13Bw03,wealth,wealth,Content,NOUN
13,13Bw04,of,of,Function,ADP
13,13Bw05,recent,recent,Content,ADJ
13,13Bw06,science,science,Content,NOUN
13,13Bw07,and,and,Function,CCONJ
13,13Bw08,personal,personal,Content,ADJ
13,13Bw09,experience,experience,Content,NOUN
13,13Bw10,indicate,indicate,Content,VERB
13,13Bw11,that,that,Function,SCONJ
13,13Bw12,different,different,Content,ADJ
13,13Bw13,people,people,Content,NOUN
13,13Bw14,can,can,Function,AUX
13,13Bw15,respond,respond,Content,VERB
13,13Bw16,to,to,Function,ADP
13,13Bw17,similar,similar,Content,ADJ
13,13Bw18,exercise,exercise,Content,NOUN
13,13Bw19,routines,routines,Content,NOUN
13,13Bw20,in,in,Function,ADP
13,13Bw21,different,different,Content,ADJ
13,13Bw22,ways,ways.,Content,NOUN
14,14Aw01,A,A,Function,DET
14,14Aw02,lifelong,lifelong,Content,ADJ
14,14Aw03,swimmer,swimmer,Content,NOUN
14,14Aw04,leapt,leapt,Content,VERB
14,14Aw05,into,into,Function,ADP
14,14Aw06,deep,deep,Content,ADJ
14,14Aw07,water,water,Content,NOUN
14,14Aw08,near,near,Function,ADP
14,14Aw09,his,his,Function,PRON
14,14Aw10,lakeside,lakeside,Content,NOUN
14,14Aw11,home,"home,",Content,NOUN
14,14Aw12,and,and,Function,CCONJ
14,14Aw13,was,was,Content,AUX
14,14Aw14,horrified,horrified,Content,VERB
14,14Aw15,to,to,Function,PART
14,14Aw16,find,find,Content,VERB
14,14Aw17,himself,himself,Function,PRON
14,14Aw18,completely,completely,Content,ADV
14,14Aw19,unable,unable,Content,ADJ
14,14Aw20,to,to,Function,PART
14,14Aw21,swim,swim.,Content,VERB
14,14Bw01,Had,Had,Content,AUX
14,14Bw02,his,his,Function,PRON
14,14Bw03,wife,wife,Content,NOUN
14,14Bw04,not,not,Content,PART
14,14Bw05,rescued,rescued,Content,VERB
14,14Bw06,him,"him,",Function,PRON
14,14Bw07,he,he,Function,PRON
14,14Bw08,might,might,Function,AUX
14,14Bw09,have,have,Content,AUX
14,14Bw10,drowned,drowned.,Content,VERB
15,15Aw01,Scientists,Scientists,Content,NOUN
15,15Aw02,have,have,Content,AUX
15,15Aw03,used,used,Content,VERB
15,15Aw04,genetically,genetically,Content,ADV
15,15Aw05,reprogrammed,reprogrammed,Content,VERB
15,15Aw06,bacteria,bacteria,Content,NOUN
15,15Aw07,to,to,Function,PART
15,15Aw08,destroy,destroy,Content,VERB
15,15Aw09,tumors,tumors,Content,NOUN
15,15Aw10,in,in,Function,ADP
15,15Aw11,mice,mice.,Content,NOUN
15,15Bw01,The,The,Function,DET
15,15Bw02,innovative,innovative,Content,ADJ
15,15Bw03,method,method,Content,NOUN
15,15Bw04,one,one,Function,NUM
15,15Bw05,day,day,Content,NOUN
15,15Bw06,may,may,Function,AUX
15,15Bw07,lead,lead,Content,VERB
15,15Bw08,to,to,Function,ADP
15,15Bw09,cancer,cancer,Content,NOUN
15,15Bw10,therapies,therapies,Content,NOUN
15,15Bw11,that,that,Function,PRON
15,15Bw12,treat,treat,Content,VERB
15,15Bw13,the,the,Function,DET
15,15Bw14,disease,disease,Content,NOUN
15,15Bw15,more,more,Content,ADV
15,15Bw16,precisely,"precisely,",Content,ADV
15,15Bw17,without,without,Function,ADP
15,15Bw18,the,the,Function,DET
15,15Bw19,side,side,Content,ADJ
15,15Bw20,effects,effects,Content,NOUN
15,15Bw21,of,of,Function,ADP
15,15Bw22,conventional,conventional,Content,ADJ
15,15Bw23,drugs,drugs.,Content,NOUN
16,16Aw01,A,A,Function,DET
16,16Aw02,cluster,cluster,Content,NOUN
16,16Aw03,of,of,Function,ADP
16,16Aw04,police,police,Content,NOUN
16,16Aw05,suicides,suicides,Content,NOUN
16,16Aw06,has,has,Content,AUX
16,16Aw07,prompted,prompted,Content,VERB
16,16Aw08,leaders,leaders,Content,NOUN
16,16Aw09,to,to,Function,PART
16,16Aw10,plead,plead,Content,VERB
16,16Aw11,with,with,Function,ADP
16,16Aw12,troubled,troubled,Content,ADJ
16,16Aw13,officers,officers,Content,NOUN
16,16Aw14,to,to,Function,PART
16,16Aw15,seek,seek,Content,VERB
16,16Aw16,help,help.,Content,NOUN
16,16Bw01,But,But,Function,CCONJ
16,16Bw02,resistance,resistance,Content,NOUN
16,16Bw03,is,is,Content,AUX
16,16Bw04,strong,strong.,Content,ADJ
17,17Aw01,Positional,Positional,Content,ADJ
17,17Aw02,vertigo,vertigo,Content,NOUN
17,17Aw03,is,is,Content,AUX
17,17Aw04,a,a,Function,DET
17,17Aw05,common,common,Content,ADJ
17,17Aw06,type,type,Content,NOUN
17,17Aw07,of,of,Function,ADP
17,17Aw08,dizziness,dizziness,Content,NOUN
17,17Aw09,that,that,Function,PRON
17,17Aw10,can,can,Function,AUX
17,17Aw11,be,be,Content,AUX
17,17Aw12,treated,treated,Content,VERB
17,17Aw13,with,with,Function,ADP
17,17Aw14,a,a,Function,DET
17,17Aw15,simple,simple,Content,ADJ
17,17Aw16,maneuver,maneuver.,Content,NOUN
17,17Bw01,Vertigo,Vertigo,Content,NOUN
17,17Bw02,is,is,Content,AUX
17,17Bw03,an,an,Function,DET
17,17Bw04,illusory,illusory,Content,ADJ
17,17Bw05,sensation,sensation,Content,NOUN
17,17Bw06,of,of,Function,ADP
17,17Bw07,motion,motion,Content,NOUN
17,17Bw08,that,that,Function,PRON
17,17Bw09,is,is,Content,AUX
17,17Bw10,often,often,Content,ADV
17,17Bw11,accompanied,accompanied,Content,VERB
17,17Bw12,by,by,Function,ADP
17,17Bw13,intense,intense,Content,ADJ
17,17Bw14,nausea,nausea.,Content,NOUN
18,18Aw01,When,When,Content,SCONJ
18,18Aw02,new,new,Content,ADJ
18,18Aw03,breast,breast,Content,NOUN
18,18Aw04,cancer,cancer,Content,NOUN
18,18Aw05,drugs,drugs,Content,NOUN
18,18Aw06,come,come,Content,VERB
18,18Aw07,to,to,Function,ADP
18,18Aw08,market,"market,",Content,NOUN
18,18Aw09,there,there,Content,PRON
18,18Aw10,is,is,Content,VERB
18,18Aw11,little,little,Content,ADJ
18,18Aw12,data,data,Content,NOUN
18,18Aw13,to,to,Function,PART
18,18Aw14,indicate,indicate,Content,VERB
18,18Aw15,whether,whether,Function,SCONJ
18,18Aw16,they,they,Function,PRON
18,18Aw17,are,are,Content,AUX
18,18Aw18,safe,safe,Content,ADJ
18,18Aw19,or,or,Function,CCONJ
18,18Aw20,effective,effective,Content,ADJ
18,18Aw21,in,in,Function,ADP
18,18Aw22,men,men.,Content,NOUN
18,18Bw01,Some,Some,Function,DET
18,18Bw02,new,new,Content,ADJ
18,18Bw03,drugs,drugs,Content,NOUN
18,18Bw04,are,are,Content,AUX
18,18Bw05,approved,approved,Content,VERB
18,18Bw06,only,only,Content,ADV
18,18Bw07,for,for,Function,ADP
18,18Bw08,women,women.,Content,NOUN
19,19Aw01,Polio,Polio,Content,PROPN
19,19Aw02,is,is,Content,AUX
19,19Aw03,an,an,Function,DET
19,19Aw04,infectious,infectious,Content,ADJ
19,19Aw05,disease,disease,Content,NOUN
19,19Aw06,that,that,Function,PRON
19,19Aw07,can,can,Function,AUX
19,19Aw08,spread,spread,Content,VERB
19,19Aw09,rapidly,rapidly,Content,ADV
19,19Aw10,and,and,Function,CCONJ
19,19Aw11,mainly,mainly,Content,ADV
19,19Aw12,affects,affects,Content,VERB
19,19Aw13,young,young,Content,ADJ
19,19Aw14,children,children.,Content,NOUN
19,19Bw01,It,It,Function,PRON
19,19Bw02,can,can,Function,AUX
19,19Bw03,cause,cause,Content,VERB
19,19Bw04,muscle,muscle,Content,NOUN
19,19Bw05,weakness,"weakness,",Content,NOUN
19,19Bw06,paralysis,paralysis,Content,NOUN
19,19Bw07,and,"and,",Function,CCONJ
19,19Bw08,on,on,Function,ADP
19,19Bw09,rare,rare,Content,ADJ
19,19Bw10,occasions,"occasions,",Content,NOUN
19,19Bw11,it,it,Function,PRON
19,19Bw12,can,can,Function,AUX
19,19Bw13,be,be,Content,AUX
19,19Bw14,fatal,fatal.,Content,ADJ
20,20Aw01,In,In,Function,ADP
20,20Aw02,general,"general,",Content,ADJ
20,20Aw03,mammalian,mammalian,Content,ADJ
20,20Aw04,hearts,hearts,Content,NOUN
20,20Aw05,are,are,Content,AUX
20,20Aw06,quite,quite,Content,ADV
20,20Aw07,malleable,malleable.,Content,ADJ
20,20Bw01,They,They,Function,PRON
20,20Bw02,change,change,Content,VERB
20,20Bw03,in,in,Function,ADP
20,20Bw04,response,response,Content,NOUN
20,20Bw05,to,to,Function,ADP
20,20Bw06,the,the,Function,DET
20,20Bw07,demands,demands,Content,NOUN
20,20Bw08,placed,placed,Content,VERB
20,20Bw09,on,on,Function,ADP
20,20Bw10,them,them.,Function,PRON
21,21Aw01,A,A,Function,DET
21,21Aw02,number,number,Content,NOUN
21,21Aw03,of,of,Function,ADP
21,21Aw04,countries,"countries,",Content,NOUN
21,21Aw05,including,including,Content,VERB
21,21Aw06,Australia,Australia,Content,PROPN
21,21Aw07,and,and,Function,CCONJ
21,21Aw08,Germany,"Germany,",Content,PROPN
21,21Aw09,have,have,Content,AUX
21,21Aw10,started,started,Content,VERB
21,21Aw11,requiring,requiring,Content,VERB
21,21Aw12,companies,companies,Content,NOUN
21,21Aw13,to,to,Function,PART
21,21Aw14,report,report,Content,VERB
21,21Aw15,their,their,Function,PRON
21,21Aw16,gender,gender,Content,NOUN
21,21Aw17,pay,pay,Content,NOUN
21,21Aw18,gaps,gaps,Content,NOUN
21,21Aw19,in,in,Function,ADP
21,21Aw20,recent,recent,Content,ADJ
21,21Aw21,years,years.,Content,NOUN
21,21Bw01,Proponents,Proponents,Content,NOUN
21,21Bw02,argue,argue,Content,VERB
21,21Bw03,that,that,Function,SCONJ
21,21Bw04,transparency,transparency,Content,NOUN
21,21Bw05,can,can,Function,AUX
21,21Bw06,lead,lead,Content,VERB
21,21Bw07,to,to,Function,ADP
21,21Bw08,improvement,improvement.,Content,NOUN
22,22Aw01,An,An,Function,DET
22,22Aw02,extensive,extensive,Content,ADJ
22,22Aw03,study,study,Content,NOUN
22,22Aw04,confirms,confirms,Content,VERB
22,22Aw05,that,that,Function,SCONJ
22,22Aw06,red,red,Content,ADJ
22,22Aw07,meat,meat,Content,NOUN
22,22Aw08,might,might,Function,AUX
22,22Aw09,not,not,Content,PART
22,22Aw10,be,be,Content,AUX
22,22Aw11,that,that,Function,ADV
22,22Aw12,bad,bad,Content,ADJ
22,22Aw13,for,for,Function,ADP
22,22Aw14,you,you.,Function,PRON
22,22Bw01,But,But,Function,CCONJ
22,22Bw02,it,it,Function,PRON
22,22Bw03,is,is,Content,AUX
22,22Bw04,bad,bad,Content,ADJ
22,22Bw05,for,for,Function,ADP
22,22Bw06,the,the,Function,DET
22,22Bw07,planet,"planet,",Content,NOUN
22,22Bw08,with,with,Function,SCONJ
22,22Bw09,chicken,chicken,Content,NOUN
22,22Bw10,and,and,Function,CCONJ
22,22Bw11,pork,pork,Content,NOUN
22,22Bw12,less,less,Content,ADV
22,22Bw13,harmful,harmful,Content,ADJ
22,22Bw14,than,than,Function,ADP
22,22Bw15,beef,beef.,Content,NOUN
23,23Aw01,The,The,Function,DET
23,23Aw02,caterpillar,caterpillar,Content,NOUN
23,23Aw03,of,of,Function,ADP
23,23Aw04,the,the,Function,DET
23,23Aw05,monarch,monarch,Content,NOUN
23,23Aw06,butterfly,butterfly,Content,NOUN
23,23Aw07,eats,eats,Content,VERB
23,23Aw08,only,only,Content,ADV
23,23Aw09,milkweed,"milkweed,",Content,NOUN
23,23Aw10,a,a,Function,DET
23,23Aw11,poisonous,poisonous,Content,ADJ
23,23Aw12,plant,plant,Content,NOUN
23,23Aw13,that,that,Function,PRON
23,23Aw14,should,should,Function,AUX
23,23Aw15,kill,kill,Content,VERB
23,23Aw16,it,it.,Function,PRON
23,23Bw01,The,The,Function,DET
23,23Bw02,caterpillars,caterpillars,Content,NOUN
23,23Bw03,thrive,thrive,Content,VERB
23,23Bw04,on,on,Function,ADP
23,23Bw05,the,the,Function,DET
23,23Bw06,plant,"plant,",Content,NOUN
23,23Bw07,even,even,Content,ADV
23,23Bw08,storing,storing,Content,VERB
23,23Bw09,its,its,Function,PRON
23,23Bw10,toxins,toxins,Content,NOUN
23,23Bw11,in,in,Function,ADP
23,23Bw12,their,their,Function,PRON
23,23Bw13,bodies,bodies,Content,NOUN
23,23Bw14,as,as,Function,ADP
23,23Bw15,a,a,Function,DET
23,23Bw16,defense,defense,Content,NOUN
23,23Bw17,against,against,Function,ADP
23,23Bw18,hungry,hungry,Content,ADJ
23,23Bw19,birds,birds.,Content,NOUN
24,24Aw01,A,A,Function,DET
24,24Aw02,decline,decline,Content,NOUN
24,24Aw03,in,in,Function,ADP
24,24Aw04,income,income,Content,NOUN
24,24Aw05,in,in,Function,ADP
24,24Aw06,young,young,Content,ADJ
24,24Aw07,adulthood,adulthood,Content,NOUN
24,24Aw08,may,may,Function,AUX
24,24Aw09,lead,lead,Content,VERB
24,24Aw10,to,to,Function,ADP
24,24Aw11,poorer,poorer,Content,ADJ
24,24Aw12,cognitive,cognitive,Content,ADJ
24,24Aw13,ability,ability,Content,NOUN
24,24Aw14,in,in,Function,ADP
24,24Aw15,middle,middle,Content,ADJ
24,24Aw16,age,age.,Content,NOUN
24,24Bw01,Income,Income,Content,NOUN
24,24Bw02,reductions,reductions,Content,NOUN
24,24Bw03,are,are,Content,AUX
24,24Bw04,also,also,Content,ADV
24,24Bw05,linked,linked,Content,VERB
24,24Bw06,to,to,Function,ADP
24,24Bw07,changes,changes,Content,NOUN
24,24Bw08,in,in,Function,ADP
24,24Bw09,brain,brain,Content,NOUN
24,24Bw10,structure,structure,Content,NOUN
24,24Bw11,that,that,Function,PRON
24,24Bw12,suggest,suggest,Content,VERB
24,24Bw13,premature,premature,Content,ADJ
